Doug,Make_x,Model_x,Version,Kilometers,Engine,Fuel Type,Transmission,Year_x,City,Price,Currency,Link,Year_y,Make_y,Model_y,Styling,Acceleration,Handling,Fun Factor,Cool Factor,WEEKEND TOTAL,Features,Comfort,Quality,Practicality,Value,DAILY TOTAL,DOUGSCORE,Video Link,Filming City,Filming State,Vehicle Country
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,0 km,3.5,Nafta,Automática,2023,Capital Federal,109500,USD,https://auto.mercadolibre.com.ar/MLA-1530315146-ford-f150-raptor-2023-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150,F-150 Raptor,49600 km,2.0,Nafta,Automática,2020,Resistencia,95000,USD,https://auto.mercadolibre.com.ar/MLA-1472012720-ford-f-150-raptor-35l-v6-ecoboost-4x4-at-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,16500 km,3.5,Nafta,Automática,2021,La Matanza,97000,USD,https://auto.mercadolibre.com.ar/MLA-1388802497-ford-f-150-raptor-2021-negro-16500-kms-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150,F-150 Raptor,0 km,2.0,Diésel,Automática,2022,Tigre,114950000,USD,https://auto.mercadolibre.com.ar/MLA-1532665576-ford-ranger-f-150-raptor-entrega-inmediata-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150,F-150 Raptor,63000 km,2.0,Diésel,Automática,2020,Hurlingham,106500,USD,https://auto.mercadolibre.com.ar/MLA-1385660477-ford-f150-raptor-2020-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150,F-150 Raptor,0 km,2.0,Diésel,Automática,2023,Berazategui,119000,USD,https://auto.mercadolibre.com.ar/MLA-1425608608-ford-f-150-raptor-0km-patentada-2023-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,56000 km,3.5,Nafta,Automática,2020,Capital Federal,105000,USD,https://auto.mercadolibre.com.ar/MLA-1391170037-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150,F-150 Raptor,36235 km,2.0,Diésel,Automática,2023,Capital Federal,95000,USD,https://auto.mercadolibre.com.ar/MLA-1491156198-ford-f150-raptor-35-v6-4x4-at-2023-36235km-viel-automotores-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,40000 km,3.5,Nafta,Automática,2020,Capital Federal,92999,USD,https://auto.mercadolibre.com.ar/MLA-1393531467-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,0 km,3.5,Nafta,Automática,2022,9 de Julio,105000,USD,https://auto.mercadolibre.com.ar/MLA-1377092028-ford-f-150-raptor-2022-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,2000 km,3.5,Nafta,Automática,2023,Mar del Plata,119900,USD,https://auto.mercadolibre.com.ar/MLA-1531056962-ford-f-150-raptor-2023-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150,F-150 Raptor,76101 km,2.0,Diésel,Automática,2020,Capital Federal,100000,USD,https://auto.mercadolibre.com.ar/MLA-1384715537-ford-f-150-raptor-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,31000 km,3.5,Nafta,Automática,2020,Capital Federal,100000,USD,https://auto.mercadolibre.com.ar/MLA-1393056333-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,96000 km,3.5,Nafta,Automática,2020,9 de Julio,85000000,USD,https://auto.mercadolibre.com.ar/MLA-1476020352-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,28000 km,3.5,Nafta,Automática,2022,Berazategui,118000,USD,https://auto.mercadolibre.com.ar/MLA-1391331589-ford-f-150-raptor-2022-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,47100 km,3.5,Nafta,Automática,2020,Yerba Buena,89000,USD,https://auto.mercadolibre.com.ar/MLA-1390508051-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,8000 km,3.5,Nafta,Automática,2022,Vicente López,120000,USD,https://auto.mercadolibre.com.ar/MLA-1544182494-ford-f-150-raptor-2022-35l-bi-turbo-linea-nueva-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,71714 km,3.5,Nafta,Automática,2020,El Bolsón,115000,USD,https://auto.mercadolibre.com.ar/MLA-1390516229-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,80500 km,3.5,Nafta,Automática,2020,Salta,73250000,USD,https://auto.mercadolibre.com.ar/MLA-1531368470-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,30000 km,3.5,Nafta,Automática,2022,Capital Federal,105000,USD,https://auto.mercadolibre.com.ar/MLA-1390531835-ford-f-150-raptor-2022-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150,F-150 Raptor,42000 km,2.0,Diésel,Automática,2021,Pilar,95000,USD,https://auto.mercadolibre.com.ar/MLA-1528918938-ford-f-150-2021-f-150-raptor-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,26500 km,3.5,Nafta,Automática,2020,San Miguel,95000,USD,https://auto.mercadolibre.com.ar/MLA-1546085462-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,500 km,3.5,Nafta,Automática,2023,Capital Federal,135000,USD,https://auto.mercadolibre.com.ar/MLA-1543220536-ford-f-150-raptor-2023-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,999999 km,3.5,Nafta,Automática,2023,Carlos Casares,103500,USD,https://auto.mercadolibre.com.ar/MLA-1535193954-ford-raptor-f-150-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,58000 km,3.5,Nafta,Automática,2021,Córdoba,88000,USD,https://auto.mercadolibre.com.ar/MLA-1393167135-ford-f-150-raptor-35-v6-456hp-4x4-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,54000 km,3.5,Nafta,Automática,2020,Villa Carlos Paz,98500,USD,https://auto.mercadolibre.com.ar/MLA-1381987869-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,25000 km,3.5,Nafta,Automática,2021,La Falda,90000,USD,https://auto.mercadolibre.com.ar/MLA-1390973059-ford-f-150-raptor-2021-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,53000 km,3.5,Nafta,Automática,2022,Maipú,115000,USD,https://auto.mercadolibre.com.ar/MLA-1391431343-ford-f-150-raptor-2022-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,F-150 Raptor 3.5L V6,43860 km,3.5,Diésel,Automática,2020,Córdoba,81620000,USD,https://auto.mercadolibre.com.ar/MLA-1538600460-f-150-raptor-35l-v6-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,43000 km,3.5,Nafta,Automática,2020,Rosario,86000,USD,https://auto.mercadolibre.com.ar/MLA-1391762475-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,150000 km,3.5,Nafta,Automática,2021,Capital Federal,75000,USD,https://auto.mercadolibre.com.ar/MLA-1391561207-ford-f150-raptor-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,72000 km,3.5,Nafta,Automática,2020,Pilar,95000,USD,https://auto.mercadolibre.com.ar/MLA-1390906899-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,550 km,3.5,Nafta,Automática,2022,Pilar,113000,USD,https://auto.mercadolibre.com.ar/MLA-1393223481-ford-f-150-raptor-2022-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,42000 km,3.5,Nafta,Automática,2023,San Juan Capital,120000,USD,https://auto.mercadolibre.com.ar/MLA-1392515407-ford-f-150-raptor-2023-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,38600 km,3.5,Nafta,Automática,2020,Capital Federal,97000,USD,https://auto.mercadolibre.com.ar/MLA-1528234026-ford-raptor-f150-2020-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
Ford F-150 Raptor 2017,Ford,F-150 Raptor,3.5l Bi-turbo,30000 km,3.5,Nafta,Automática,2021,Ezeiza,99800,USD,https://auto.mercadolibre.com.ar/MLA-1393224151-ford-f-150-raptor-2021-35l-bi-turbo-_JM,2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,Philadelphia,Pennsylvania,USA
BMW M4 Competition 2021,BMW,Serie M,M4 Competition Coupé,0 km,510 cv,Nafta,Automática,2023,Capital Federal,249900,USD,https://auto.mercadolibre.com.ar/MLA-1380839797-bmw-m4-competition-coupe-_JM,2021,BMW,M4 Competition,6,8,7,7,6,34,8,6,7,4,6,31,65,14:36:00,Santa Ana,California,Germany
BMW M4 Competition 2021,BMW,Serie M,M4 Competition Coupé,0 km,510 CV,Nafta,Automática,2023,Vicente López,249900,USD,https://auto.mercadolibre.com.ar/MLA-1390347609-bmw-m4-competition-coupe-_JM,2021,BMW,M4 Competition,6,8,7,7,6,34,8,6,7,4,6,31,65,14:36:00,Santa Ana,California,Germany
BMW M4 Competition 2021,BMW,Serie 4,m4 competition,20000 km,3.0 T / 6 cil / 510 hp,Nafta,Automática secuencial,2020,Esteban Echeverría,193500,USD,https://auto.mercadolibre.com.ar/MLA-1507083674-bmw-serie-4-m4-competition-_JM,2021,BMW,M4 Competition,6,8,7,7,6,34,8,6,7,4,6,31,65,14:36:00,Santa Ana,California,Germany
Aston Martin Vantage Roadster 2021,Aston Martin,Vantage,ROADSTER SPORTSHIFT V8,31000 km,V8,Nafta,Automática,2009,Capital Federal,169900,USD,https://auto.mercadolibre.com.ar/MLA-1387693057-aston-martin-vantage-roadster-ferrari-porsche-maserati-_JM,2021,Aston Martin,Vantage Roadster,8,8,8,8,7,39,6,6,7,2,5,26,65,22:23:00,San Diego,California,UK
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,16500 km,3.5,Nafta,Automática,2021,La Matanza,97000,USD,https://auto.mercadolibre.com.ar/MLA-1388802497-ford-f-150-raptor-2021-negro-16500-kms-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,42000 km,2.0,Diésel,Automática,2021,Pilar,95000,USD,https://auto.mercadolibre.com.ar/MLA-1528918938-ford-f-150-2021-f-150-raptor-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,58000 km,3.5,Nafta,Automática,2021,Córdoba,88000,USD,https://auto.mercadolibre.com.ar/MLA-1393167135-ford-f-150-raptor-35-v6-456hp-4x4-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,25000 km,3.5,Nafta,Automática,2021,La Falda,90000,USD,https://auto.mercadolibre.com.ar/MLA-1390973059-ford-f-150-raptor-2021-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,150000 km,3.5,Nafta,Automática,2021,Capital Federal,75000,USD,https://auto.mercadolibre.com.ar/MLA-1391561207-ford-f150-raptor-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,30000 km,3.5,Nafta,Automática,2021,Ezeiza,99800,USD,https://auto.mercadolibre.com.ar/MLA-1393224151-ford-f-150-raptor-2021-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,58000 km,3.5,Nafta,Automática,2021,Vicente López,110000,USD,https://auto.mercadolibre.com.ar/MLA-1385250443-ford-f-150-raptor-2021-35l-bi-turbo-blindada-rb3-tomas-bord-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,16500 km,3.5,Nafta,Automática,2021,Capital Federal,97000,USD,https://auto.mercadolibre.com.ar/MLA-1388850553-ford-f-150-raptor-unica-mano-negro-2021-16500-kms-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,30000 km,3.5,Nafta,Automática,2021,La Matanza,105000,USD,https://auto.mercadolibre.com.ar/MLA-1388059731-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,25000 km,3.5,Nafta,Automática,2021,Lanús,108000,USD,https://auto.mercadolibre.com.ar/MLA-1393415669-ford-f-150-raptor-2021-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,37000 km,3.5,Nafta,Automática,2021,Yerba Buena,100000,USD,https://auto.mercadolibre.com.ar/MLA-1391176787-ford-f-150-raptor-2021-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,170000 km,3.5,Nafta,Automática,2021,Capital Federal,77000,USD,https://auto.mercadolibre.com.ar/MLA-1524507170-ford-f-150-raptor-2021-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,20840 km,3.5,Nafta,Automática,2022,Pilar,109000,USD,https://auto.mercadolibre.com.ar/MLA-1392534103-ford-f-150-f-150-raptor-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,0 km,2.0,Diésel,Automática,2022,Vicente López,115000,USD,https://auto.mercadolibre.com.ar/MLA-1495891516-f-150-raptor-ford-peunord-v6-4x4-ano-2022-0-km-at-35l-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,57000 km,3.5,Nafta,Automática,2020,Capital Federal,83000,USD,https://auto.mercadolibre.com.ar/MLA-1533703548-ford-f150-raptor-2020-v6-at-4x4-smart-garage-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,0 km,2.0,Diésel,Automática,2023,Zárate,114950000,USD,https://auto.mercadolibre.com.ar/MLA-1392032417-ford-f-150-raptor-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,17800 km,2.0,Diésel,Automática,2022,Capital Federal,109000,USD,https://auto.mercadolibre.com.ar/MLA-1499428022-ford-f150-raptor-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,0 km,2.0,Diésel,Automática,2022,San Isidro,101314400,USD,https://auto.mercadolibre.com.ar/MLA-1530982234-ford-f-150-raptor-pv-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,1200 km,3.5,Nafta,Automática,2023,San Miguel,128000,USD,https://auto.mercadolibre.com.ar/MLA-1391056567-ford-f-150-raptor-2023-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,49600 km,2.0,Nafta,Automática,2020,Resistencia,95000,USD,https://auto.mercadolibre.com.ar/MLA-1472012720-ford-f-150-raptor-35l-v6-ecoboost-4x4-at-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,0 km,2.0,Diésel,Automática,2022,Tigre,114950000,USD,https://auto.mercadolibre.com.ar/MLA-1532665576-ford-ranger-f-150-raptor-entrega-inmediata-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,0 km,2.0,Diésel,Automática,2023,Berazategui,119000,USD,https://auto.mercadolibre.com.ar/MLA-1425608608-ford-f-150-raptor-0km-patentada-2023-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,56000 km,3.5,Nafta,Automática,2020,Capital Federal,105000,USD,https://auto.mercadolibre.com.ar/MLA-1391170037-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,36235 km,2.0,Diésel,Automática,2023,Capital Federal,95000,USD,https://auto.mercadolibre.com.ar/MLA-1491156198-ford-f150-raptor-35-v6-4x4-at-2023-36235km-viel-automotores-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,0 km,3.5,Nafta,Automática,2022,9 de Julio,105000,USD,https://auto.mercadolibre.com.ar/MLA-1377092028-ford-f-150-raptor-2022-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150,F-150 Raptor,76101 km,2.0,Diésel,Automática,2020,Capital Federal,100000,USD,https://auto.mercadolibre.com.ar/MLA-1384715537-ford-f-150-raptor-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Ford F-150 Raptor 2021,Ford,F-150 Raptor,3.5l Bi-turbo,31000 km,3.5,Nafta,Automática,2020,Capital Federal,100000,USD,https://auto.mercadolibre.com.ar/MLA-1393056333-ford-f-150-raptor-2020-35l-bi-turbo-_JM,2021,Ford,F-150 Raptor,6,5,4,7,6,28,8,7,7,8,6,36,64,1900-01-01 06:49:00,San Diego,California,USA
Porsche 911 Turbo 2007,Porsche,911,3.8 Turbo S,77000 km,3.8,Nafta,Manual,1998,San Isidro,299000,USD,https://auto.mercadolibre.com.ar/MLA-1533910398-porsche-911-turbo-930-1980-_JM,2007,Porsche,911 Turbo,7,8,7,8,6,36,4,6,8,3,7,28,64,12:48,Tysons Corner,Virginia,Germany
Porsche 911 Turbo 2007,Porsche,911,CABRIO TURBO LOOK 83,35000 km,3.5,Nafta,Manual,2023,Vicente López,124900,USD,https://auto.mercadolibre.com.ar/MLA-1382721201-porsche-911-cabrio-turbo-look-83-_JM,2007,Porsche,911 Turbo,7,8,7,8,6,36,4,6,8,3,7,28,64,12:48,Tysons Corner,Virginia,Germany
Porsche 911 Turbo 2007,Porsche,911,911 930 cabrio turbo look,30000 km,3.5,Nafta,Manual,1983,Vicente López,124900,USD,https://auto.mercadolibre.com.ar/MLA-1382277577-porsche-911-cabrio-turbo-look-paxton-supercharged-1983-_JM,2007,Porsche,911 Turbo,7,8,7,8,6,36,4,6,8,3,7,28,64,12:48,Tysons Corner,Virginia,Germany
Porsche 911 Turbo 2007,Porsche,911,3.8 Turbo S 580cv,1200 km,3.8,Nafta,Automática,2022,Capital Federal,400004,USD,https://auto.mercadolibre.com.ar/MLA-1506175386-porsche-911-911-turbo-s-_JM,2007,Porsche,911 Turbo,7,8,7,8,6,36,4,6,8,3,7,28,64,12:48,Tysons Corner,Virginia,Germany
Audi RS3 2018,Audi,RS3,Sportback 2.5 TFSI QUATTRO,29000 km,2.5 Tfsi Quattro,Nafta,Automática secuencial,2018,Pilar,105000,USD,https://auto.mercadolibre.com.ar/MLA-1543811334-audi-rs3-sportback-quattro-_JM,2018,Audi,RS3,7,8,6,7,5,33,6,6,7,5,7,31,64,24:30,Baltimore,Maryland,Germany
Audi RS3 2018,Audi,RS3,Sportback 2.5 TFSI QUATTRO,36000 km,2.5 Tfsi Quattro,Nafta,Automática,2018,Pilar,95000,USD,https://auto.mercadolibre.com.ar/MLA-1527203664-audi-rs3-sportback-25-tfsi-quattro-2018-_JM,2018,Audi,RS3,7,8,6,7,5,33,6,6,7,5,7,31,64,24:30,Baltimore,Maryland,Germany
